Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01371","Almonds, in shell","2020","2020","kg/ha","1813.8","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01371","Almonds, in shell","2021","2021","kg/ha","1803.1","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01371","Almonds, in shell","2022","2022","kg/ha","1795.7","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01371","Almonds, in shell","2023","2023","kg/ha","1789.1","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01371","Almonds, in shell","2024","2024","kg/ha","1782.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","kg/ha","870.8","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2021","2021","kg/ha","871.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","2022","kg/ha","870.7","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2023","2023","kg/ha","870.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2024","2024","kg/ha","870.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01341","Apples","2020","2020","kg/ha","32466.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01341","Apples","2021","2021","kg/ha","29225.4","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01341","Apples","2022","2022","kg/ha","27470.4","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01341","Apples","2023","2023","kg/ha","27186","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01341","Apples","2024","2024","kg/ha","27170.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01343","Apricots","2020","2020","kg/ha","11445.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01343","Apricots","2021","2021","kg/ha","11428.3","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01343","Apricots","2022","2022","kg/ha","11392.4","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01343","Apricots","2023","2023","kg/ha","11402.8","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01343","Apricots","2024","2024","kg/ha","11412","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01216","Artichokes","2020","2020","kg/ha","19722.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01216","Artichokes","2021","2021","kg/ha","19763.3","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01216","Artichokes","2022","2022","kg/ha","19855.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01216","Artichokes","2023","2023","kg/ha","19864.8","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01216","Artichokes","2024","2024","kg/ha","19874.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01211","Asparagus","2020","2020","kg/ha","4134.1","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01211","Asparagus","2021","2021","kg/ha","4015","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01211","Asparagus","2022","2022","kg/ha","4034.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01211","Asparagus","2023","2023","kg/ha","4061.1","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01211","Asparagus","2024","2024","kg/ha","4036.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01311","Avocados","2020","2020","kg/ha","7068.3","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01311","Avocados","2021","2021","kg/ha","7099.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01311","Avocados","2022","2022","kg/ha","7127.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01311","Avocados","2023","2023","kg/ha","7151","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01311","Avocados","2024","2024","kg/ha","7174.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01312","Bananas","2020","2020","kg/ha","21005.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01312","Bananas","2021","2021","kg/ha","20990.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01312","Bananas","2022","2022","kg/ha","20945.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01312","Bananas","2023","2023","kg/ha","20951.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01312","Bananas","2024","2024","kg/ha","20957.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0115","Barley","2020","2020","kg/ha","3348.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0115","Barley","2021","2021","kg/ha","4010.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0115","Barley","2022","2022","kg/ha","3952.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0115","Barley","2023","2023","kg/ha","2953.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0115","Barley","2024","2024","kg/ha","3931.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01701","Beans, dry","2020","2020","kg/ha","1298.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01701","Beans, dry","2021","2021","kg/ha","1450.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01701","Beans, dry","2022","2022","kg/ha","1269.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01701","Beans, dry","2023","2023","kg/ha","1384.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01701","Beans, dry","2024","2024","kg/ha","839","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01702","Broad beans and horse beans, dry","2020","2020","kg/ha","8905.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01702","Broad beans and horse beans, dry","2021","2021","kg/ha","8912","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01702","Broad beans and horse beans, dry","2022","2022","kg/ha","8909.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01702","Broad beans and horse beans, dry","2023","2023","kg/ha","9075.3","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01702","Broad beans and horse beans, dry","2024","2024","kg/ha","8965.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01195","Canary seed","2020","2020","kg/ha","1392.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01195","Canary seed","2021","2021","kg/ha","1464.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01195","Canary seed","2022","2022","kg/ha","1312.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01195","Canary seed","2023","2023","kg/ha","988.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01195","Canary seed","2024","2024","kg/ha","1434.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01229","Cantaloupes and other melons","2020","2020","kg/ha","16138.8","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01229","Cantaloupes and other melons","2021","2021","kg/ha","15843.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01229","Cantaloupes and other melons","2022","2022","kg/ha","15597","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01229","Cantaloupes and other melons","2023","2023","kg/ha","15527.1","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01229","Cantaloupes and other melons","2024","2024","kg/ha","15464.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01251","Carrots and turnips","2020","2020","kg/ha","32433.4","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01251","Carrots and turnips","2021","2021","kg/ha","33333.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01251","Carrots and turnips","2022","2022","kg/ha","33631.3","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01251","Carrots and turnips","2023","2023","kg/ha","33667.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01251","Carrots and turnips","2024","2024","kg/ha","34172","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01520.01","Cassava, fresh","2020","2020","kg/ha","10016.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01520.01","Cassava, fresh","2021","2021","kg/ha","10020.1","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01520.01","Cassava, fresh","2022","2022","kg/ha","10020.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01520.01","Cassava, fresh","2023","2023","kg/ha","10173.1","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01520.01","Cassava, fresh","2024","2024","kg/ha","10071.1","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01199.90","Cereals n.e.c.","2020","2020","kg/ha","645","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01199.90","Cereals n.e.c.","2021","2021","kg/ha","644.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01199.90","Cereals n.e.c.","2022","2022","kg/ha","644.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01199.90","Cereals n.e.c.","2023","2023","kg/ha","643.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01199.90","Cereals n.e.c.","2024","2024","kg/ha","644.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01344.02","Cherries","2020","2020","kg/ha","3214","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01344.02","Cherries","2021","2021","kg/ha","3315.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01344.02","Cherries","2022","2022","kg/ha","3284.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01344.02","Cherries","2023","2023","kg/ha","3293.1","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01344.02","Cherries","2024","2024","kg/ha","3325.8","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01703","Chick peas, dry","2020","2020","kg/ha","1573.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01703","Chick peas, dry","2021","2021","kg/ha","1079.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01703","Chick peas, dry","2022","2022","kg/ha","1253.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01703","Chick peas, dry","2023","2023","kg/ha","988.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01703","Chick peas, dry","2024","2024","kg/ha","1053.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","kg/ha","1147","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","kg/ha","1147.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","kg/ha","1153","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2023","2023","kg/ha","1156.1","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","kg/ha","1159.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","kg/ha","23364.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","kg/ha","23790.4","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","kg/ha","23815.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","kg/ha","23604.4","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","kg/ha","23823.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01315","Figs","2020","2020","kg/ha","3212.7","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01315","Figs","2021","2021","kg/ha","3211.3","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01315","Figs","2022","2022","kg/ha","3210.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01315","Figs","2023","2023","kg/ha","3209.4","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01315","Figs","2024","2024","kg/ha","3208.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01929.01","Flax, raw or retted","2020","2020","kg/ha","887.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01929.01","Flax, raw or retted","2021","2021","kg/ha","893.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01929.01","Flax, raw or retted","2022","2022","kg/ha","900.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01929.01","Flax, raw or retted","2023","2023","kg/ha","928.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01929.01","Flax, raw or retted","2024","2024","kg/ha","928.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01330","Grapes","2020","2020","kg/ha","9570.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01330","Grapes","2021","2021","kg/ha","10617.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01330","Grapes","2022","2022","kg/ha","9354.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01330","Grapes","2023","2023","kg/ha","7104.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01330","Grapes","2024","2024","kg/ha","9597.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01252","Green garlic","2020","2020","kg/ha","9817.4","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01252","Green garlic","2021","2021","kg/ha","9836.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01252","Green garlic","2022","2022","kg/ha","9829.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01252","Green garlic","2023","2023","kg/ha","9851.7","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01252","Green garlic","2024","2024","kg/ha","9803.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0142","Groundnuts, excluding shelled","2020","2020","kg/ha","3498.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0142","Groundnuts, excluding shelled","2021","2021","kg/ha","3154.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0142","Groundnuts, excluding shelled","2022","2022","kg/ha","3311.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0142","Groundnuts, excluding shelled","2023","2023","kg/ha","2590.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0142","Groundnuts, excluding shelled","2024","2024","kg/ha","3432.5","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5413","Yield","0231","Hen eggs in shell, fresh","2020","2020","No/An","332","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2020","2020","g/An","19487","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5413","Yield","0231","Hen eggs in shell, fresh","2021","2021","No/An","296","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2021","2021","g/An","18632","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5413","Yield","0231","Hen eggs in shell, fresh","2022","2022","No/An","297","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2022","2022","g/An","18699","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5413","Yield","0231","Hen eggs in shell, fresh","2023","2023","No/An","306","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2023","2023","g/An","18927","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5413","Yield","0231","Hen eggs in shell, fresh","2024","2024","No/An","302","X","Figure from external organization",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2024","2024","g/An","18666","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01659","Hop cones","2020","2020","kg/ha","1224.8","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01659","Hop cones","2021","2021","kg/ha","1225.7","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01659","Hop cones","2022","2022","kg/ha","1225.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01659","Hop cones","2023","2023","kg/ha","1226.2","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01659","Hop cones","2024","2024","kg/ha","1226.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2020","2020","kg/An","232","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2021","2021","kg/An","226","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2022","2022","kg/An","229","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2023","2023","kg/An","222","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2024","2024","kg/An","228","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01322","Lemons and limes","2020","2020","kg/ha","32689.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01322","Lemons and limes","2021","2021","kg/ha","32844.7","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01322","Lemons and limes","2022","2022","kg/ha","34820.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01322","Lemons and limes","2023","2023","kg/ha","28332.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01322","Lemons and limes","2024","2024","kg/ha","31252.3","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01704","Lentils, dry","2020","2020","kg/ha","1047.7","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01704","Lentils, dry","2021","2021","kg/ha","716.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01704","Lentils, dry","2022","2022","kg/ha","1787.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01704","Lentils, dry","2023","2023","kg/ha","433","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01704","Lentils, dry","2024","2024","kg/ha","1019.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01441","Linseed","2020","2020","kg/ha","1369.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01441","Linseed","2021","2021","kg/ha","1117.3","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01441","Linseed","2022","2022","kg/ha","1705.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01441","Linseed","2023","2023","kg/ha","1113.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01441","Linseed","2024","2024","kg/ha","1113.2","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01709.02","Lupins","2020","2020","kg/ha","1507.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01709.02","Lupins","2021","2021","kg/ha","1548.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01709.02","Lupins","2022","2022","kg/ha","1518.4","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01709.02","Lupins","2023","2023","kg/ha","1536.7","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01709.02","Lupins","2024","2024","kg/ha","1534.5","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","7553.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","7429.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","6732.9","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","5109.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","6580.8","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01316","Mangoes, guavas and mangosteens","2020","2020","kg/ha","8073.8","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01316","Mangoes, guavas and mangosteens","2021","2021","kg/ha","8068.9","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01316","Mangoes, guavas and mangosteens","2022","2022","kg/ha","8053.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01316","Mangoes, guavas and mangosteens","2023","2023","kg/ha","8058.1","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01316","Mangoes, guavas and mangosteens","2024","2024","kg/ha","8062.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01630","Maté leaves","2020","2020","kg/ha","4582.1","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01630","Maté leaves","2021","2021","kg/ha","4194.6","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01630","Maté leaves","2022","2022","kg/ha","3962.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01630","Maté leaves","2023","2023","kg/ha","3484.6","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5412","Yield","01630","Maté leaves","2024","2024","kg/ha","4285.4","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21118.02","Meat of asses, fresh or chilled","2020","2020","kg/An","177","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21118.02","Meat of asses, fresh or chilled","2021","2021","kg/An","169","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21118.02","Meat of asses, fresh or chilled","2022","2022","kg/An","158","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21118.02","Meat of asses, fresh or chilled","2023","2023","kg/An","128","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21118.02","Meat of asses, fresh or chilled","2024","2024","kg/An","111","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","kg/An","226","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","kg/An","230","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg/An","232","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","kg/An","226","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","kg/An","228","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2020","2020","g/An","2930","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2021","2021","g/An","3095","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2022","2022","g/An","3086","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2023","2023","g/An","3089","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2024","2024","g/An","3117","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","21122","Meat of ducks, fresh or chilled","2020","2020","g/An","2600","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","21122","Meat of ducks, fresh or chilled","2021","2021","g/An","2600","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","21122","Meat of ducks, fresh or chilled","2022","2022","g/An","2600","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","21122","Meat of ducks, fresh or chilled","2023","2023","g/An","2600","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","21122","Meat of ducks, fresh or chilled","2024","2024","g/An","2649","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5424","Yield/Carcass Weight","21123","Meat of geese, fresh or chilled","2020","2020","g/An","3000","E","Estimated value",""
